review_id,review_text,rating,rating_text
en_0252756,"Five Stars

wouldnt buy anything without it",4,4
en_0448378,"Decent, but not worth full price

This is a gift so I cannot speak on how well it comes out once completed. However the materials are good, but not the same quality as similiar kits I've spotted in craft stores. This was worth it due to a sale, but I would not pay full price.",2,2
en_0061140,"Product works wonders for the car you don’t need no water

This Product works wonders for the car you don’t need no water",4,4
en_0592896,"Four Stars

Its okay for the price.",3,3
en_0294963,"Pretty much defeats the point of getting sea salt caramels ...

Very soft caramels, came right off the wrappers without sticking. Would have been a higher rating except that I deliberately chose the sea salt flavor, and unfortunately the salt didn't come through here. I tasted it in one candy out of my first six, just a hint of salt. Pretty much defeats the point of getting sea salt caramels if there isn't any salt lol. I would have bought the vanilla flavor or the snickerdoodle flavor instead.",2,2
en_0996357,"Works fine

Only one of them worked. Probably a bad battery.",2,2
en_0066816,"My Son love this chin up bar

My son loves this. He is very happy to have this. Quality is good. It is just you have some tools to install it on the wall.",4,4
en_0296700,"Empty Lays Bag

I got the box today and I was going through it when (you guessed it) I opened a bag of Lays Classic that was completely 100% empty. I just bought literal goddamn air. I demand compensation for this. The meme is too real.",0,0
en_0112194,"I'm not satisfied with this software.

That's not my need. Terrible item. Don't waste your time. I would not use this again! Pure rubbish! Not good at all.",0,0
en_0074354,"Warm

Great price - well made - look good !",4,4
en_0976803,"Definitely recommend but...

These are amazing overall. However if you have to have them on for a long time I do notice after a while they can get annoying. But the sound quality it amazing, I use them to edit videos, which requires syncing with sound and so forth and these are great. As I said only problem is having to wear them for a long period of time.",3,3
en_0318404,"Hard to program

It seems to be built well enough, but unless you have used keyboards like these, then you may have a hard time figuring how things work, Took me forever a couple of times to get the keyboard to even recognize the WASD keys. Try looking for directions online without those keys...lol Very inconvenient. There are limited instruction, nothing on how to undo or do what the keyboard was intended to do. I at the moment am using it, still uncomfortable with it, yet, I am determined to make it work for me. Good luck, hope you find it easier than I did using this thing.",3,3
en_0433405,"arrived damaged

These are my favorite Kleenex but unfortunately they were packaged with heavy items that damaged three of the four boxes. Is there a way to ensure my next shipment arrives separate from heavy items?",2,2
en_0701461,"No Attention to Detail

The seller put a book into an over-sized envelope, resulted in the book opening inside and several pages being folded, which lessened the condition. In the future, they need to keep the book closed in transit.",2,2
en_0111657,"Three Stars

Not really what I expected",2,2
en_0215711,"You had one job!!!!

When your one job is to sew two pieces of cloth together, machine aided, and you can't get that right.Poor quality, poor production! Save your money and time on these shirts and look elsewhere.",0,0
en_0063947,"Strap is very weak. Flimsy bag.

First time used was this week as a carry-on bag for a change of clothes and electronics. The shoulder strap almost completely tore off of one of the bags, so it had to be carried by the top handle which made carrying other items very difficult. Bags are very flimsy and the straps are apparently very weak and not good for a dependable carry-on with minimal weight.",0,0
en_0746007,"Inconsistent fill and short.

I have had a similar product many years ago that performed great. This item is very inconsistent in the amount of gel that was in each unit. The first one plumped up to 3/4 of the length and the other had just a small amount of the gel. The length of the scarf is too short to fit around our necks comfortably, maybe it would be suitable for children if they had better quality control.",0,0
en_0085222,"Strong fastener but slide off

They slide off my dog as he moves because he not able to walk and pulls himself across the floor. The Velcro is great and is strong if only it didn't slide off",2,2
en_0695472,"I should have spent more on something else.

This is poorly done. The pieces have bare spots where there is no stain, shown in pics. The screen is messed up on two panels. The top is super thin 1/4 thick. It would not last a year in Wyoming. I bought it to keep my cats away from my plants it should work. I suggest saving up and buying the other cage on here it’s a bit better and more sturdy roof.",2,2
en_0637905,"Easier &quicker than a netti pot

Helpful for those with allergies,congestion ,& those prone to sinus infections. Much easier& more economical than neti pots. The kit is cheaper ,making one replace every 3 -4 mos about the time you run out of packets. PPl keep their netti pots too long. Use distilled water only,&heat the bottle with water in the microwave.It also disinfects bottle.",3,3
en_0799889,"I just plain love this little gem of a book

I just plain love this little gem of a book, I've read it several times and the action steps outlined have yielded far better results than the majority of hefty marketing tomes I'd read previously. It's short and sweet and hits all the critical steps required for any business to jumpstart their marketing efforts. Highly recommended for any business struggling with their marketing efforts or lack thereof.",4,4
en_0474496,"As advertised

Awesome fits my windows And they are a added protection when you are not home But always remember when you are home not to leave them on all of your windows Just in case of emergency and you need to get out",4,4
en_0380287,"Not what I expected

I guess I should've read more reviews before purchasing this product. It is not at all what I expected, but as I was in a hurry when I bought it, I didn't know exactly what I was getting. Touch responsiveness is good. I haven't had any issues with that. The size is a little disappointing. It barely wraps around the edges of the screen, and cuts off the very edge of the display. Not the end of the world, as it's only about 5-10 pixels, but still noticeable. But the adhesive. I had it pop off of my phone twice within the first 20 minutes of use. That's not good. If I drop my phone, this thing is coming right off. I'm also noticing as I write this review that the edges of the screen protector are not even, or straight, and that it can easily be shifted around just by pushing on the edge of the glass with a credit card or fingernail. Overall, I'd get a single screen protector for the same price, or even a little more. Don't waste your money on this garbage.",1,1
en_0051885,"Seems quality, bits seem good too!

Overall, a good alternative to a Dremel at a much lower cost, seems to hold up to rather aggressive use in my case, and haven't had any issues with it overheating in my time with it! My only issue with it is the storage solution provided is literally setting the tool into the cavity below the tool tray, which gives it room to move around and shift/slam into the sides. If not aligned underneath the tray correctly, it's impossible to close. Wish it was a little more elegant than that, but honestly, for this price you can't complain!",3,3
en_0987389,"shorter than expected

shorter than expected",2,2
en_0441031,"Three Stars

This is a very cozy, soft sweater. But the size small was overwhelming on my 5'3"" frame.",2,2
en_0474986,"Wouldn't purchase again

Not sure if it's just me but this laptop gives me hell. I nicknamed it Satan for the red backlit keyboard and didn't realize how accurate that nickname would be. Obviously it's faster and better than my other very outdated slow-as-molasses laptop, but in some ways the functions became worse. I can't even run some of the programs I used to, which is absolutely infuriating, because the firewall (I assume) is so aggressive even after I've turned it off. Not sure I can really blame the laptop model for that problem. But I can, (probably), blame it for constantly shutting off my wifi without warning and sometimes taking minutes to toggle on/off before it will fix itself. I can't get an explanation why it randomly decides to do this to me. Maybe just a windows 10 thing. But the worst problem which is distinctly a flaw of this laptop is when the entire thing crashes. It's only happened a couple times but when it happens it's Game Over. The keyboard stops responding, the screen freezes up, it makes a horrible screeching noise, and the power button does NOT work to turn off the computer. I'm not kidding, you can't turn the thing off whatsoever. It might be more bad luck or a deliberate design of the laptop, I'm not sure, but I can't even unscrew the back to try to remove the battery. The screw just turns and turns and turns and will never come out. Each time the laptop has crashed, I'm stuck with a frozen, endlessly screaming laptop and my only option is to stick it in another room where I can't hear it and wait for the battery to die. I'm just grateful I didn't have time-sensitive work to accomplish when the crashes happened, because it's already insanely frustrating. Fortunately, both times the laptop booted back up again just fine afterwards, and I can't be hassled to send it back. The funny thing is, I saw one review mentioning this problem and figured the odds were it wouldn't happen to me. Yeah. Don't be like me. Keep looking for something better, check the reviews, and spare yourself a lot of headache.",1,1
en_0163224,"Tiny

Beware of which seller you buy from! The ones from It’s Delish are tiny pathetic little almonds. Get the ones from Smarty Shop! They’re huge and fresh. I had those for the first three orders and then for some reason only known to freaking amazon, when I clicked order again, it automatically ordered from It’s Delish. Luckily these are only for almond milk and butter or I’d be stuck with 4 bags of suck.",1,1
en_0642054,"Not the advertised product

Using the same measuring method shown in the picture, this product is 1 and 5/8, not the 1 1/2 as described.",2,2
en_0228888,"Perfect size with great options

This lamp is the perfect size. And having the options both top and bottom or top or bottom is awesome. Love it.",4,4
en_0405840,"Cheap

These are cheap copies of item previously carried by Walmart. The latex is much thinner and does not hold up to puppy play. They are still loved by the dogs but you have to keep a close eye on them as the pups tear them apart, remove the noise maker and then shred the latex bodies while spreading the filler all over!!!",1,1
en_0530706,"Not real leather

For this price I would expect it to be real leather, as it said it was leather. It is that fake imitation pressed stuff that usually comes on $20 Bibles.",0,0
en_0521946,"A little tacky

This product isn’t horrible, but it isn’t great. The plastic is really cheap looking and one of the bulbs is a slightly different color than the others. Other than that, it looks pretty much like the picture and it turns on.",2,2
en_0284965,"to big for canisters but good for larger things like scooping dog food

to big for canisters but good for larger things like scooping dog food, ice, cat litter, etc. Also tarnished the first time I washed them",2,2
en_0236252,"One Star

These are cheap plastic, I am returning them",0,0
en_0244887,"Broke on first use

First time using it and the screw broke off in the cork. Now I’m trying to use pliers to open a bottle of wine.",0,0
en_0724286,"Five Stars

Thank you. As described.",4,4
en_0208372,"Do research first.

Service was prompt and representatives were responsive, but I was not happy with the testing. The findings were inconsistent with my actual food sensitivities and I don't think the results were helpful overall. I feel like it was a waste of money. 😖",0,0
en_0727772,"Two Stars

The squishy is fine. It took forever to come though, and the squishy came with rips :(",1,1
en_0170596,"No resistance!

I’m pretty disappointed with this rowing machine. Apparently after researching more, there is no way to adjust the resistance? I feel like my arms don’t do any work at all! It is super loud and the chain is baggy, almost like if you pull it wrong it will just fall off.",0,0
en_0223191,"Three Stars

One of the connections did not work causing it to be flimsy.",2,2
en_0249101,"Three Stars

Does it's job. Not made in high quality",2,2
en_0370637,"A little disappointed

Have to say, I expected just a bit better quality.. very cheaply made... however the charcoal was good quality, and the insense is ok.. pretty small amount tho..",2,2
en_0246874,"Stretchy and comfy

Holds up my pants and looks great, if you want some tactical looking suspenders these are hard to beat at this price!",4,4
en_0958343,"it works!

Works as well as the original stylus. and this one has not (yet) gotten lost.",4,4
en_0278707,"Sleek Professional Gel Pen

I love different ink pen, in my line of work I have a pen in my hand most of the days. I came across this one and decided to give it a try. The pen has a nice feel in your hand, it has a smooth feel when writing. The packaging was very nice,this would make an awesome gift. The pen is placed in a silk lined, padded box with two refills in a felt sash I was very impressed with the packaging. The pen haves a very sleek look, very professional. I would definitely recommend this pen.",4,4
en_0542687,"Nice set for coral tanks

FIrst day one tool was broken. Emailed the company and they 2 day shipped out a replacement and have had no issues since.",4,4
en_0722834,"The Secret Child

It’s amazing the power of a lie to affect lives , it’s like throwing a pebble in the water and the ripples that spread out. I am a firm believer of truth that it will set you free. This story was circumstantial and kept the reader engaged throughout.",2,2
en_0790721,"This product arrived on time and it fits my phone ...

This product arrived on time and it fits my phone perfectly. Would definitely order again from this merchant. Thank you!",3,3
en_0348805,"One Star

fabric was really scratchy and hard, cut was awkward",0,0
en_0375468,"they need ironing

would have ordered different ones had I known how wrinkled they got after washing,",1,1
en_0644196,"YUMMY IN YOUR TUMMY.

We love these nuts. The taste can't be beat [we have tried other brands]. They are big peanuts with a great crunch and aroma. Our son knows how much we like them, so he gets them from Amazon for us also.",4,4
en_0655527,"Different edition than pictured

Book was in great condition but not the edition advertised. Different editor and numbering is different than the book pictured/seeking",0,0
en_0458273,"Ahhh I can sleep!

Got this for my husband so that I can sleep peacefully! This funny thing actually works. He doesn’t seem to mind it at all, says it’s comfortable, and now I don’t have to slap him in his sleep anymore :)",4,4
en_0457506,"Stupidly packed

This was stupidly packed, put loose in a box with a case of dog food! I hope next time I order, it is properly shipped.",1,1
en_0069458,"Works best for simple dings

Used to remove dents from appliances",4,4
en_0318280,"Need replacement

Water in light and only been used a couple times",2,2
en_0087527,"Two Stars

It was small for the suitcase I bought",1,1
en_0548444,"Very heartfelt Novella!

What a different twist in this, to start with- Darcy’s relationship with Anne. Darcy just grabs your heart right away with what he is going through. Sweet story. Highly recommend it!",3,3
en_0559094,"Clipa

Need a cheap plastic magnet clip? Look no further. One broke within the first 3 uses others seem to be holding up without issue",2,2
en_0272897,"Dirty Trick Cliffhanger

I always date the Stephanie Plum books as four or even five stars because I laugh out loud when I'm reading them. This one might have even been a five, until it ended with a CLIFFHANGER! Obviously Janet Evanovich no longer has any respect for her readers - just greed. I have purchased and read all 25 books in this series, putting money in this author's pocket! Makes me so mad I could spit! Not one more cent to this author!",1,1
en_0257052,"Five Stars

This was a present for my wife and she loves it.",4,4
en_0072925,"great

quick shipping, great product",4,4
en_0839958,"Two Stars

Got this order right away, but they sent me the wrong size. Hopefully they will pay for shipping.",1,1
en_0830597,"Taste great! But to hot for me.

Ooh geesh, my tong and lips are on FIRE! I thought I could but cannot. Great taste! But it isn't just spicy, it's hot as hell.",2,2
en_0580002,"A Book I Will Remember

The best book I have read recently! From the first page to the last I was engaged. The plot was centered around the witch trials but also about human relations. I loved that every once in awhile there would be a bit of information that would slightly change what I thought was the direction of the story.",3,3
en_0859577,"Snaps pull off

Snaps ripped off jacket after first use",0,0
en_0463088,"sheets look nice but there was a stains on them like pizza ...

sheets look nice but there was a stains on them like pizza grease? and the plastic wrapping was all shredded. sad.",1,1
en_0617883,"Broken wood splintered

Arrived in a box looked like had been repackaged. Gate was broken and rails splintered as,well as the fence parts fell out of box. Had a real toxic chemical smell. Solid wood definitely nothing solid about this gate. Returned it..I will just get a baby gate.",0,0
en_0102991,"Keeps turning off!

Seems like it has potential, but the damn thing keeps turning off.",1,1
en_0742992,"Very little range

It’s small and compact, but has extremely short range. Works great for tree work.",3,3
en_0007301,"One Star

Never received item. Seller never returned email. Do not purchase!",0,0
en_0243618,"Eh!

Why do the characters speak as if they live in the 21st century when the book is set in the 12th century? That ruins the entire story for me. The plot isn't bad at all. In fact, it was rather creative and has some very interesting twists and turns. The historical setting is interesting. But the moment one of the characters opens their mouths it's all for nothing as the phrases and words are too modern. I doubt I would recommend this to a friend. So I won't pass on a recommendation here. A good story ruined by words!",1,1
en_0455879,"Nothing negative to report

Purchased to help relax and get better sleep. So far, nothing negative. Too soon to tell determine benefit.",2,2
en_0267112,"Uncomfortable and a tiny neck hole

The neck hole is extremely small? The colors in reality don’t look the same, and the really irritating part is around the small neck hole are little glue glitter dots which I’m sure were intended to make it sparkle- but feel scratchy and make my neck itch.",1,1
en_0399434,"Credit cards won't fit

I liked the color, but my credit cards don't fit. I wouldn't recommend",1,1
en_0558681,"Quick and easy to assemble

quick and easy to put together and is very sturdy.",4,4
en_0613641,"Not necessary

This is a pretty good product but most of the baby foods have a top on it similar to this, I find them unneeded.",2,2
en_0761704,"Faulty and not working. Disappointed.

Does not work. I was very excited to use this but it does not work. I'm highly disappointed. Belkin usually has great products this is not one. Buyer beware.",1,1
en_0071043,"Number of item not 12

Nice products but must notice its only 6 necklaces so for the 12 girls only half got them.",1,1
en_0160603,"Ok not perfect

Its good but only if ull plug in and leave it. Great for car or table Not great for plugging on the go. The magnet moves if ur mobile. I wanted it to pokemon.... not ideal. Needs stronger magnet",2,2
en_0471076,"Versatile and doesn't tip.

Love it! Good looking and doesn't tip. I'm Also very happy with quick response and help with a follow up request. Great customer service.",4,4
en_0196586,"Material wears and wires poke out

These were great at first but lots have started poking out wires And wearing out and I only bought a couple months ago.",1,1
en_0193122,"Almost perfect design

Mirrors are so clear, and the design is pretty well thought-out. However, there were no pre-drilled holes as described in the instruction sheet, making it rather more difficult than necessary to attach the hangars. I have to assume it was a one-off problem, and ultimately I'm pretty happy with how the mirrors look! There seem to be magnets of something holding the mirror shut when closed. I feel like there should be some visual cue as to which side the mirror opens from, and closes from. When you're opening the mirror, it's a guessing game (is it the magnet holding it shut and I should pull harder, or am I pulling on the wrong side?), and when you're closing the wings, if you guess wrong you put strain on the hinges because they hit the frame.",3,3
en_0253594,"...

It doesn’t come with everything it said it will come with",1,1
en_0659036,"It's a plastic beater that loosely fits my machine

I bought this after realizing that my mixer was going to need something around this size, (my mixer is 20 years old so isn't listed as compatible even though it is) I'm not a fan of the center of it because it makes it difficult to clean, and the top bit that fits into the mixer doesn't fit snugly so I feel like it's going to come off, and for heavy duty stuff it doesn't feel stable enough. Overall it works so 3 stars?",2,2
en_0621160,"Good Quality

This seat is nice quality construction; and is firm, but comfortable. I re-seated the battery, and it worked fine after that. It fits sort of like a custom shaped shower cap around the seat. fit perfectly in the seat mounting clamp on my pedestal, just like my old one. Full adjustment is still available with my existing mount, as before.",4,4
en_0322950,"Not a bargain

Fluid leaked out of five within 10 days of usage.",1,1
en_0247847,"Finger print does not work with case

Installing the phone in the case is very easy. The problem I'm having is getting the fingerprint scan to work. I followed the instructions but the fingerprint scan does not work. I'd rather use the fingerprint than face recognition. With that being said, I'm gonna have to find me a new case. I love the case though but i need that fingerprint scan to work.",2,2
en_0168790,"Excellent microwave steamer

Easy to use and easy to clean!!",4,4
en_0628668,"THIN

for a 24, 26, and 28” bundles are thin very disappointed ! :/",0,0
en_0619969,"So slow

The game play is so slow. I just passed level 1 and ads already came up.",0,0
en_0226107,"50/50 at Best

One of the screen protectors have already cracked severely, and the phone wasn't dropped or anything. I'm not sure how it happened to my wife's phone as we bought the two pack one for each of us. So 50/50 at best",1,1
en_0983406,"Larry

My unit broke after the first use",0,0
en_0029207,"Ok item

It’s an ok item, it did what it was intended to do but it broke after cleaning 5 dvd’s. Good concept however it needs to built better.",2,2
en_0919568,"Must buy

Homecoming dress my daughter really loved this dress and it fit her perfectly",4,4
en_0047610,"Annoyed.

I ordered this item and received something completely different!! And I have no way to contact anyone to fix it. Product might work just never received the correct one.",0,0
en_0505547,"'Bye, Felicia

Didn't want to say it without paying my dues.",2,2
en_0418743,"Not the best to open and close

It works I like that it auto shuts off.",3,3
en_0127585,"Poorly made

These bags appear fine until you use them. They begin the break all around the top in use due to insufficient binding around the top. They are basically a one time use product.",1,1
en_0143733,"horrible avoid at all cost looks all shiny but quality ...

horrible avoid at all cost looks all shiny but quality is very poor broke down after 4 weeks",0,0
en_0801470,"Good but has flaws

Have had to order additional cases because the top piece keeps coming off and gets lost. It would be convenient if this piece was available separately so we don't have to keep ordering the entire case. The case works fine. Seller was very helpful in getting replacements and was quick to respond to my emails.",3,3
en_0142437,"Great glue!!

This glue is great and holds strong, but it dries quick so you have to work fast.",3,3
en_0950059,"Don’t waste your money

Very bright but only lasted 5 months. Don’t waste your money",1,1
en_0623911,"Four Stars

very good. but some Blue jay still can get it.",3,3
en_0474503,"Too light

An anchor would be nice or some kind of staking mechanism. This thing just blows around the beach and you end up chasing you kid one way and the chair another. The clip on the back for the umbrella also wore out in like 2 months of every other weekend use. My daughter thought it was super cool but I mostly left the umbrella down since it was always falling or serving as a sail",2,2
en_0708653,"A great chair with a great price!!!!!!

First for the pros of my product. The respawn 110 is an amazing chair, really comfortable, love the fact it fully reclines with an leg rest, comfortable after hours of gaming, over all great product. Now for the cons of the product. Inconvenient to pull out the leg rest, you cant adjust the arm rest while laying back, needs better lumbar support while sitting in an upright position for a extended period of time. My conclusion of the product is a great buy for any gamer, or just to have as an office chair.",4,4
en_0495206,"A Change in Perspective

What an amazing book. Now I understand so much more of what it is like to be autistic. In the end we are more alike than different. We all want food and love and security and something to excel at.",3,3
en_0793980,"Fun and everything in one case.

I bought this as a gift and he loves it.",4,4
en_0037299,"Parasol

This umbrella is very practical! It is also very simple to assemble, and you can put a sun on my balcony. The base is lighter, and you must add weight to the base when the wind is strong!",4,4
en_0841312,"My dog would not eat these

My dog normally devours any bully stick in minutes, he loves them. He would not touch these. Smelled them and literally walked away. Not sure why but we did notice these had a crimson red color which we have never seen with other bully sticks.",0,0
en_0856140,"Broken after 6 days

Less than a week and it broke. 😩",0,0
en_0289335,"The shoes were a little small but are still comfortable and and have a nice appearance

The shoes were a little small but are still comfortable and and have a nice appearance. I would recommend going up a 1/2 size if you're going to order these.",3,3
en_0989900,"Probably for very oily skin

Didnt do anything for me",0,0
en_0101266,"Must have in the gym

Love it on are probably by the larger size later.",4,4
en_0680327,"Too big

I had measured myself and bought these to help with the chafing between my thighs for my upcoming vacation The black lace one fit perfectly but this brown one was too big and I am constantly fidgeting with it because it keeps falling down.",1,1
en_0804912,"Cool

Very well done not a stitch out of place",4,4
en_0819166,"Fast cool down for your bedroom.

This fan will definitely help to cool down your room. The only problem is that it is loud even on the lowest setting. Definitely not good for sleeping.",1,1
en_0322512,"Works great for pepper, doesn't work for salt

I purchased 2, one for pepper and one for salt. The salt one worked awesome for about 3 months but the motor eventually wore out. I purchased another one and it only lasted 2 weeks. The pepper one still works great though!",1,1
en_0948580,"the red rubber handle covers can be removed VERY easily, i mean really easily

looks cheap, ugly, the red rubber handle covers can be removed VERY easily, i mean really easily! they just slip out... the frame looks deformed, not symmetrical...very disappointed... will see if i don't return this product",1,1
en_0850136,"Four Stars

The fit was good and very comfortable!! Would recommend them...nice colors!",3,3
en_0179986,"Work good

Loved them, they work",3,3
en_0365741,"It doesn’t work

I gave this as a gift and just saw it yesterday and my brother told me it never did anything but have cloudy water in the bowl",0,0
en_0628548,"Other than that it's fine.

We didn't notice it was a single-ply and we find that we use a bit more toilet paper and therefore not lasting as much as we think it should. Other than that it's fine.",3,3
en_0254432,"Georgia Stories

Very interesting anthology of cute little short stories that all take place in Georgia. Enjoyed reading each story and remembering all the good times I have had in Georgia where my best friend lives.",3,3
en_0813953,"No Product Inside

There was ZERO product inside the Multi-Surface cleanser. Who? What? Why?",0,0
en_0412070,"Alpaca blend

The socks are nice enough... very plush, but these are an alpaca blend, thus not as warm as expected for alpaca.",2,2
en_0949522,"Great overall

Very nice and bright color, very firm and sturdy, easy to travel with. It has everything going for it.",4,4
en_0961697,"Five Stars

My guinea pig loves this blended food. Thanks!",4,4
en_0235303,"Lousy Assembly Instructions

The stool comes with three sets of four different length screws that are all threaded the same. Unfortunately, the instructions do not indicate which screws go where. It is a trial and error process to get the right screws in the right places. Hopefully it performs better that the assembly went.",1,1
en_0826600,"Beautiful tiger eye and colored stone bracelet

This is absolutely beautiful. Came in a cute little black box and even has a little black velvety bag to store it in. So stylish and pretty. Great quality stones too. Not a cheap product by any means. Just perfect for what I wanted.",4,4
en_0532760,"Looks great on my 8 year old

Looks great on my 8 year old! Feels veey soft, beautiful colors and design. Mu girls love it, and i got multiple moms from their class who asked where i got it. 5 stars!",4,4
en_0767786,"Not true to size at all...

I bought these for my son who wears a 6 or 7 in men’s and they are too small. Not true to size at all. Disappointed. Didn’t get refund as offered.",1,1
en_0627644,"Good

Does what is intended to do.",4,4
en_0452244,"Runs small through the lower robe.

It’s an xxl and the shoulders fit but it was way too small across the knees and down! People need to close the robe. Not walk around with everything hangin out.",1,1
en_0720534,"Great gift

Purchased for a college student and she loved it!",4,4
en_0962720,"Poor product!

Tastes bad, quit spraying immediately after two uses. No way to refund of return. Buyer beware and avoid!!!",0,0
en_0881964,"Fits small on 36B. Probably best on someone who has small breast.

Fits small on 36B. Probably best on someone who has small breast. Absolutely no support. Although the it provided full coverage & the adhesive was pretty sticky, my breast sagged and it felt like the bra was falling off all evening. I would not buy again.",1,1
en_0487813,"Expand your SurfacePro to a desktop

I am setting up a home office. I have the same unit at my business office and they work great, especially for multiple monitors. I have not doubt this will perform as well",2,2
en_0688512,"Fits true to size

I got this dress for a 1920s party. When I first pulled it out of the bag I was worried because it looked to big but when I actually tried it on it fit perfectly. I'm 5'2"" and about 115 and ordered a small. There were some strings of beads that were hanging down not attached to the dress properly and some threads sticking off but easy fixes. Overall I am happy with my purchase.",3,3
en_0342971,"water plants

they looked great when we got them but one of them died. The water lettuce is doing okay though",2,2
en_0367689,"Won't stay zipped.

This bag is as warm as advertised, but has a big issue. The zipper works very easy. Initially I thought this was a good thing, however it doesn't stay zipped and the velcro at the top of the zipper intended to keep is zipped is not strong enough to hold it in place. I have woke up on several cold nights freezing because the zipper had opened two feet or more.",1,1
en_0132179,"Small hole in purse

Purse had a smile pinhole size in it when I received it. If there is something you can do to accommodate this small defect I would appreciate it.",1,1
en_0153734,"Five Stars

good quality and great price",4,4
en_0338022,"Mind as well throw the cash in the trash

Mind as well throw your money out. I ordered two. One was ripped at the seem when i opened it. Returned and kept the other. Fit was so comfy. I thought this bra rocks. The ripped one must have been a fluke. Well i only got to wear it half a dozen times before it ripped. ITS A WASTE OF NOT JUST MONEY BUT RESOURCES!",0,0
en_0236446,"High quality.

I bought this for a weeklong vacation. The bag is a high quality bag, it just isn’t as big as I hoped.",3,3
en_0008818,"Christmas present.

This was a Christmas present for my spouse. He loved it.",3,3
en_0751862,"Cute but no Thermos

Granddaughter was super excited, ripped open the plastic and quickly open the two compartments, then said where’s the thermos? So I checked out the other one I bought as well, didn’t have thermos either! Though both of them had instructions on how to care for the thermos! She loved how cute it was, now I have to break her heart and send them back.",1,1
en_0771459,"Color as described may not match your item

Product was easy to work with. Edges aren't staying attached very well. The shade of brown led me to believe it was a dark chocolate color. Color received is more of a dark tan.",2,2
en_0600762,"My Labrador gets terrible ear gunk and this worked perfectly and fast - ...

My Labrador gets terrible ear gunk and this worked perfectly and fast - acting. The scent of the wash smells good and did not leave any irritation on my Abby’s skin",4,4
en_0182542,"Great Brand

The only brand of cups I recommend. Work great and last a long time as long as you take care of them.",4,4
en_0720694,"As advertised.

Worked well but hose bibs a bit longer than replaced part.",3,3
en_0716729,"Nice little baby book for a girl

Nice, dainty baby book. Some of the pages are odd, like vaccination records. The pages that I don't feel like completing, I'll just cover with pictures. Plenty of pages at the end to include extra pictures or fun stuff.",3,3
en_0481063,"Good

Worked as hoped for, one word of caution. Not all apple compatible devices actually work. This did",3,3
en_0653831,"Looks nice

Not sure how accurate yet as its passed our planting season here in the northeast.",2,2
en_0339364,"Anime cosplay

Daughter used for an Anime cosplay. Worked well, looked good, held style well.",3,3
en_0332307,"Probably better not

The glasses definitely looked as pictured and function ok, they are quite large glasses though. They look like I’m wearing safety glasses",2,2
en_0521225,"The cover came with 2 holes. Contacted the seller ...

The cover came with 2 holes. Contacted the seller and they avoided their responsibility stating that was when they put the tag on it. The holes are at the TOP of the cover. Picture attached. They refused to send me another cover and just wanted to give me a $6 voucher compensation out of a $100 pet bed. This is what they wrote ""This small hole was formed after we took off the commodity tag. We can give you three two-dollar electronic vouchers as compensation. I hope you can accept it.Thank you!""",0,0
en_0886173,"Order different one

Loose fitting but works",2,2
en_0496530,"Fits well, lasts, has solid discharge.

I'm an electrician by trade. These batteries last, fit the tools quite well and are all- around a good deal. Much better than the Powerextra brand.",3,3
en_0439243,"$3.50 a bottle.

Horrible value. $22 for a 6 pack?! I mistakenly thought I’d be getting 12 of them.",1,1
en_0536595,"Waste of money

I bought these in Sep. and these racks burned and melted on the bacon. So you will have to throw away the food you have cooked and the racks. I cook bacon maybe 3 times a week. Do not waste your money",0,0
en_0816006,"Item not as described...returned

The item recieved did not look like the picture, it was not E26 (As expected) was some other type of connector. Returned the item.",0,0
en_0879919,"A good purchase

Bought them for my mother, she just love them",3,3
en_0233698,"Cute but cheap af

They were cute. None of them have broken so far but the bristles are hella cheep tho. There's hardly any weight to them and the brushes do not distribute product as efficiently as more professional brushes.",3,3
en_0435200,"Spend more for a nicer unit.

Very cheap...and it shows.",1,1
en_0169769,"I love it

Cups could be designed a little better. But I looks great on me. 34DDD and medium fits perfectly",3,3
en_0167410,"Don’t bother, you’ll never get it.

Well it’s been 6 months and I still don’t have the storage bin, so I suppose this review reflects more in the seller than the actual product.",0,0
en_0382669,"One Star

I did not receive it yet!",0,0
en_0344709,"Not happy with this product.

We bought this for our Yorkie to try to calm down her barking. Unfortunately this collar didn't work well at all. It does deliver a shock, but was triggered by the barking of our OTHER dog. Very poorly designed in that aspect. Was worn once and now lives in a junk drawer.",0,0
en_0166687,"Two Stars

Returned it as it offered absolutely NO support.",1,1
en_0793061,"Appearance as expected but several blown

Bulbs look good but there were 6 in box that didn’t work on arrival. Since they arrived in July, 6 more have blown after being placed into the strand. Maybe we received a bad batch....?",1,1
en_0419334,"Great buy

Beautiful! Very useful and the magnet is strong enough to hold the pad! Loved it",4,4
en_0867432,"a little too bulky to wear while working

owned one of these for use with flip phone for years. It was snug fit for phone, very good quality and very durable for use while doing construction work. This one however, was bought for an iphone 6 and had far too much room for phone and stylus holder didn't last for a month. Purchased Otter Box instead",1,1
en_0784778,"extras

Comes with extra battery",3,3
en_0021329,"Missing

I am missing one cup wich is the small one",1,1
en_0278463,"Amazing

Perfect for my vanity",4,4
en_0130512,"Great for common languages

Works well but wish it would support more languages. Sometimes the recorder would be inaccurate at times.",3,3
en_0370677,"These are great for an area where they aren’t being bumped into

These are great for an area where they aren’t being bumped into. They work great & look great, but are easily knocked off the base",2,2
