review_id,review_text,rating,rating_text,processed_text
en_0758827,"Good fan, but poor quality bulb holder

The fan looks good and works well. However it didn't come with the bulbs. I bought the bulbs separately from Amazon and when I tried to screw it in, the bulb holder thread broke off. Now one of the lights don't work.",1,1,good fan poor quality bulb holder fan look good work well however come bulb bought bulb separately amazon tried screw bulb holder thread broke one light work
en_0614986,"Interesting possibilities

This ring works with the NFC Tools app in the Google play store. You can program it to do simple tasks on your phone. I could not get it to replicate my ID card which was the main reason I bought it. It's fun but not really necessary.",2,2,interesting possibility ring work nfc tool app google play store program simple task phone could get replicate id card main reason bought fun really necessary
en_0378575,"Works well

My main issue was it was leaking a bit when i received it and i find it pretty watery but it smells great and leaves my dogs smelling clean and dont dry their coats at all",2,2,work well main issue leaking bit received find pretty watery smell great leaf dog smelling clean dont dry coat
en_0571697,"Four Stars

Meeting the needs of my job.",3,3,four star meeting need job
en_0750348,"The material of the bra makes it seem like the girls aren't being supported

The material of the bra makes it seem like the girls aren't being supported. It's a sexy bra but that's pretty much the best use for it. There's not any support to hold them up and I wear a 40DDD support is something I really need.",2,2,material bra make seem like girl supported material bra make seem like girl supported sexy bra pretty much best use support hold wear ddd support something really need
en_0133368,"Light does not work, even with new batteries installed.

Only dislike because the light did not work, and had to send back. The slides went in and ejected great, however. I was greatly disappointed, since this was the 2nd slide viewer I had to send back for the same reason.",1,1,light work even new battery installed dislike light work send back slide went ejected great however greatly disappointed since nd slide viewer send back reason
en_0741141,"A pain in the neck!

The header says this is 100% feather and down, but the description says down and “down-like material. This down-like material does not form like feather/down does. The non-feather material stays fluffy and doesn’t allow you to customize the pillow to your sleeping needs. We’ve had our pillows since April 2019, and I constantly have neck pain.",1,1,pain neck header say feather description say like material like material form like feather non feather material stay fluffy allow customize pillow sleeping need pillow since april constantly neck pain
en_0458132,"Incredibly comfortable and good quality.

I have a small wrist and love styles like this where all the excess strap is tucked away. This is as comfortable as a sport band but the leather classes things up. I want it in more colors.",4,4,incredibly comfortable good quality small wrist love style like excess strap tucked away comfortable sport band leather class thing want color
en_0177777,"Essential case for the slippery Moto g7!

Extremely affordable, clear plastic, no silly colors or patterns, rubbery feel (the g7 is impossibly slippery), compact, comes with clear screen protector (haven't used that yet). Just what I needed for a very low price.",4,4,essential case slippery moto g extremely affordable clear plastic silly color pattern rubbery feel g impossibly slippery compact come clear screen protector used yet needed low price
en_0082367,"I like it, cuts nice

I bought it for slicing meats and it works well",3,3,like cut nice bought slicing meat work well
en_0291334,"It worked great (no floating soil)

Used this to plant some things in my kettle fountain. It worked great (no floating soil).",3,3,worked great floating soil used plant thing kettle fountain worked great floating soil
en_0457628,"Scratched my air vent

scratched my air vent, keeps falling and moving sideways",0,0,scratched air vent scratched air vent keep falling moving sideways
en_0402100,"Tight in arms

I was surprised to find it tight in the arms, this is not normally a problem for me",2,2,tight arm surprised find tight arm normally problem
en_0504171,"We have not received the package. Please return our money

We have not received the package. Please return our money",0,0,received package please return money received package please return money
en_0918569,"I got 3 different plants.

These plants are great. They came packaged well and I got one of each type, no doubles. Made me happy. Only issue is that one of them seems to be dieing. Not sure what happened but half of the plant just started to wilt. The other 3 are doing great.",3,3,got different plant plant great came packaged well got one type double made happy issue one seems dieing sure happened half plant started wilt great
en_0375217,"Don’t waste your time

Didn’t see any difference between taking these and any other bs product",0,0,waste time see difference taking b product
en_0887471,"YES!!

Very nice charger!!! Charges really fast",4,4,yes nice charger charge really fast
en_0258304,"One Star

Wouldn’t buy again, threw out before using even half. It leaves black oli residue on everything.",0,0,one star buy threw using even half leaf black oli residue everything
en_0621196,"Delicious cookies

These are my favorite",4,4,delicious cooky favorite
en_0950318,"Product works and it is a competitive price.

Worked as advertised. Not much else to comment on.",4,4,product work competitive price worked advertised much else comment
en_0772471,"Disappointed.

Deer were in my back yard 2 nights in a row after hanging all pouches in the same yard. My husband scattered them around hanging from low tree limbs and on shepherds hooks. Disappointed.",0,0,disappointed deer back yard night row hanging pouch yard husband scattered around hanging low tree limb shepherd hook disappointed
en_0098715,"This was a horror comedy?

I didn't even know this was a horror-comedy until after I wasted my life watching list lame film and then read the reviews. I didn't laugh once during the entire movie. This movie is beyond stupid and an insult to the horror genre.",0,0,horror comedy even know horror comedy wasted life watching list lame film read review laugh entire movie movie beyond stupid insult horror genre
en_0978093,"Cheaply made

There is no lining in this jacket so the seams are exposed. It fit fine a bit shorter than expected.",2,2,cheaply made lining jacket seam exposed fit fine bit shorter expected
en_0647128,"Not really a strong a magnet

I used it and it really didn't work for me. Maybe I will use it again on another polish thats better.",1,1,really strong magnet used really work maybe use another polish thats better
en_0485182,"Not super clear to read.

I wasn't super impressed with these strips. it seemed the edges would lift or only a small portion of the strip would show color. There's nothing like peeing on a strip and getting dark red results. Never got that from these strips - did a side by side comparison with a different brand. Just wasn't super impressed.",2,2,super clear read super impressed strip seemed edge would lift small portion strip would show color nothing like peeing strip getting dark red result never got strip side side comparison different brand super impressed
en_0930282,"Stop the man bashing

There is enough of that in real life. Do we really need it in a cozy mystery? That whole episode about the two men saying she was too pretty and could not be taken seriously was extremely unnecessary.",1,1,stop man bashing enough real life really need cozy mystery whole episode two men saying pretty could taken seriously extremely unnecessary
en_0835996,"They stop working at once

These were great for 3 months then they all stopped working at the same time.",1,1,stop working great month stopped working time
en_0498595,"Unsafe packing

I received my quotable book and it’s all dented up on the seam great quotes but don’t like that it was all dented up",2,2,unsafe packing received quotable book dented seam great quote like dented
en_0735595,"Three Stars

The manual does not give clear directions how to use",2,2,three star manual give clear direction use
en_0820556,"not happy

I love my vessel sink, it's great. I do not like the drain, it's all plastic thin plastic and it Brooke under the cabinet and had water all over my floor. I had to purchase a new one from Lowe's to replace it",2,2,happy love vessel sink great like drain plastic thin plastic brooke cabinet water floor purchase new one lowe replace
en_0717286,"Four Stars

Like these a lot, great style. Took off a star because the frames hinges got loose really fast.",3,3,four star like lot great style took star frame hinge got loose really fast
en_0442991,"Not to scale

While it’s sturdy metal. I thought it would be as big as a normal sign. It’s much smaller.",2,2,scale sturdy metal thought would big normal sign much smaller
en_0209615,"Three Stars

The pockets are very stiff and you cant put a water bottle in it without it tipping over.",2,2,three star pocket stiff cant put water bottle without tipping
en_0021640,"Useable but not favorite

There is a center internal divider that limits how you place your BroadHeads.",1,1,useable favorite center internal divider limit place broadheads
en_0294935,"Great sound quality at this price, but very bass-heavy

LOTS OF BASS. Do not buy these if you're looking for a naturally flat EQ, but if you are a bass head, these are perfect. The actual quality of sound is awesome for this price point. The lows are punchy but not crunchy. Drums feel much more dynamic and alive in most of the music I've tried. The highs are not pushed forward in the mix, but they have a pleasant sound and clarity.",3,3,great sound quality price bass heavy lot bass buy looking naturally flat eq bass head perfect actual quality sound awesome price point low punchy crunchy drum feel much dynamic alive music tried high pushed forward mix pleasant sound clarity
en_0896743,"Easy to use cleaning kit

The air filter cleaning set works great. The cleaning spray would be better with a hand trigger instead of the thumb mechanism. The aerosol Spray is easy to use and goes on evenly. Will definetely buy more.",4,4,easy use cleaning kit air filter cleaning set work great cleaning spray would better hand trigger instead thumb mechanism aerosol spray easy use go evenly definetely buy
en_0212701,"Cute, cute, cute!!!

One of favorite new Christmas pieces. This wall art is cute!! Would buy again",4,4,cute cute cute one favorite new christmas piece wall art cute would buy
en_0820020,"Five Stars

they work great I had these before",4,4,five star work great
en_0602334,"1 for 2 it's just of.

The left ear bud died after the fifth day. But the right is going strong.",0,0,left ear bud died fifth day right going strong
en_0579114,"Great shoes they breath well for beach use

Very well constructed. Good for beach use. They are constructed so they breath very well. Size is good as well!",4,4,great shoe breath well beach use well constructed good beach use constructed breath well size good well
en_0481918,"They get very wet

Arrived On time, but it (larg one) leaks",2,2,get wet arrived time larg one leak
en_0702556,"Product is ok.

We like this product. It's a bit bulky though",2,2,product ok like product bit bulky though
en_0585849,"Seems like a good product and supplier

Cord seems well made and sturdy. Rebound and elasticity is very good. Time tells the real value of elastic goods so we’ll see about that, hence the missing star. A great start, though.",3,3,seems like good product supplier cord seems well made sturdy rebound elasticity good time tell real value elastic good see hence missing star great start though
en_0759751,"Two Stars

Do not like this shirt. Looks like a box shirt.",1,1,two star like shirt look like box shirt
en_0948243,"Not durable or strong

I only had this collar for three months and it broke. Luckily, it happened in my backyard and not when I was walking my dog in the street. This collar is not durable or strong enough for a large dog. I have a golden lab crossbreed. I cannot rate it highly based on my experience.",0,0,durable strong collar three month broke luckily happened backyard walking dog street collar durable strong enough large dog golden lab crossbreed cannot rate highly based experience
en_0190699,"True to size, tennis (for playing the game) shoes

I ordered these after sending Puma's back These are real court shoes for tennis. They are a little more money but worth it. I ordered wide, and they are.",3,3,true size tennis playing game shoe ordered sending puma back real court shoe tennis little money worth ordered wide
en_0593190,"faulty

The cable had some problems with the resolution. The company sent me replacement, but the new one has this issue aswell. I think this cable is faulty because it doesn't correctly recognize my LG 4K display. It displays it in wrong resolution and it shows that the display supports maximum 30 hertz while it is 60. I recommend buying a different brand to connect MacBook Pro to 4K monitors",1,1,faulty cable problem resolution company sent replacement new one issue aswell think cable faulty correctly recognize lg k display display wrong resolution show display support maximum hertz recommend buying different brand connect macbook pro k monitor
en_0676936,"Three Stars

LIked the look but too long for me.",2,2,three star liked look long
en_0783019,"One Star

I got it with the attachment part on glass lid missing",0,0,one star got attachment part glass lid missing
en_0558930,"Cheap.

The screws broke when I replaced the battery.",1,1,cheap screw broke replaced battery
en_0699139,"My caveman shop steward broke it. By he breaks ...

My caveman shop steward broke it. By he breaks every tool in the arsenal. Tekton was quick to send replacement guts and I still use it in the field.",3,3,caveman shop steward broke break caveman shop steward broke break every tool arsenal tekton quick send replacement gut still use field
en_0175937,"👎🏽

I ordered an 2xl and it was not true to size",1,1,ordered xl true size
en_0613265,"So far so good!

I can see the weeds going yellow after a few days. I want to give it more time to see if the weeds stay away.",3,3,far good see weed going yellow day want give time see weed stay away
en_0853233,"One Star

One of the cords (the 3ft one) came broken.",0,0,one star one cord ft one came broken
en_0437237,"Very cheaply constructed; thin metal exterior.

This is rather poor quality; the outer shell that 'sits' on the post is really thin crappy metal that cracked with the slightest tension from the screws. In addition, the glass panels fit rather loosely and do not sit securely in their 'slots'. I would definitely not recommend this item.",1,1,cheaply constructed thin metal exterior rather poor quality outer shell sits post really thin crappy metal cracked slightest tension screw addition glass panel fit rather loosely sit securely slot would definitely recommend item
en_0514124,"One Star

Written like a pompous thesis. Near non-stop quotes of other books, often in overly long, poorly written sentences.",0,0,one star written like pompous thesis near non stop quote book often overly long poorly written sentence
en_0285464,"Five Stars

Earrings is beautiful",4,4,five star earring beautiful
en_0368885,"Three Stars

don't really know what it's boosted , but i'am not having any connection issues",2,2,three star really know boosted connection issue
en_0603987,"Broke after a few months

The lumbar support piece broke off after a few months of use, for the price I would have expected this chair to last a lot longer",1,1,broke month lumbar support piece broke month use price would expected chair last lot longer
en_0119229,"Straps wear quickly and broke in a few months

I rarely write a review but I wanted it known that the product above has straps that are at this point stretched out and broke. I tend to carry purses for longer than a few months and expect them to be durable and last. I ordered at the end of May 2018 and it was stretched by July and broken now in August 2018. Very disappointing as I loved the size, look, and feel of the purse.",1,1,strap wear quickly broke month rarely write review wanted known product strap point stretched broke tend carry purse longer month expect durable last ordered end may stretched july broken august disappointing loved size look feel purse
en_0754483,"Quality Calendar

Beautiful each month. Ready for the new year so I can use it. Easily readable, quality paper and beautiful to look at.",4,4,quality calendar beautiful month ready new year use easily readable quality paper beautiful look
en_0149877,"Cute! Um were is the vet?

Ya it's good but were is the vet? Do i need to download it? The animals are sitting ducks!😕 but good gob!",3,3,cute um vet ya good vet need download animal sitting duck good gob
en_0645219,"Don’t buy if using on someone other then yourself.

I thought this would help me give my husband back rubs but it hurts my hands more and I can’t feel how much pressure I’m using while trying to rubs the knots out of his back. Maybe if I bought it to use on myself I’d feel better about this but for using on someone else it was a wasted purchase. Hurts my wrists to use it.",0,0,buy using someone thought would help give husband back rub hurt hand feel much pressure using trying rub knot back maybe bought use feel better using someone else wasted purchase hurt wrist use
en_0186201,"Lifts off screen

Worked well for about a day. Application was easy & flawless. After a day or two it starts to lift off the screen, making it hard to press the icons you need to. It came in a 2 pack. Tried both, had same experience.",1,1,lift screen worked well day application easy flawless day two start lift screen making hard press icon need came pack tried experience
en_0558014,"easy brake

its not verygood quality",2,2,easy brake verygood quality
en_0959846,"Arrived damaged.

These are easy to assemble, fairly durable (particularly for the price), and just the function and profile I like. I've had several. One of these last two arrived damaged, with a significant dent in the base, although the box was undamaged and everything appeared properly packed. I have no means to pursue amends except to return the lot, and leave this review.",1,1,arrived damaged easy assemble fairly durable particularly price function profile like several one last two arrived damaged significant dent base although box undamaged everything appeared properly packed mean pursue amends except return lot leave review
en_0760914,"Poor quality!!!!

Poor quality!!! All of the “Heavy Duty Clear Vertical ID Card Badge Holder” came broken right out of the box.",0,0,poor quality poor quality heavy duty clear vertical id card badge holder came broken right box
en_0344922,"Good approach, sounds good, but many annoyances with the magnet connection.

ModMic is decent quality, but my main annoyance that I was hoping wouldn't be a big deal was the two cords and the magnetic attachment. The magnet connection is weak, and the mic gets knocked loose constantly. I'm also a bit let down there is almost no actual movement for the mic in terms of the length of it, its hard to get it positioned in the right spot angled towards your mouth while also being comfortably out of your vision and out of mind. Any sort of adjusting, of course, knocks it out of the magnet connection and leaves it frustrating. It sounds good, the idea is good, but functionally there are some annoyances that makes me opt for my older headset that I was hoping to retire.",1,1,good approach sound good many annoyance magnet connection modmic decent quality main annoyance hoping big deal two cord magnetic attachment magnet connection weak mic get knocked loose constantly also bit let almost actual movement mic term length hard get positioned right spot angled towards mouth also comfortably vision mind sort adjusting course knock magnet connection leaf frustrating sound good idea good functionally annoyance make opt older headset hoping retire
en_0690360,"One size fits all

This was a great buy. I never realized how much I needed this in the kitchen and to be able to use outside with the grill.",4,4,one size fit great buy never realized much needed kitchen able use outside grill
en_0164097,"shorts a little big

Shirt fit perfectly. The shorts were a little big but worked with a belt",3,3,short little big shirt fit perfectly short little big worked belt
en_0022505,"As advertised?

Advertised as two bottles but only received one. Have contacted customer service twice but have not received missing bottle.",0,0,advertised advertised two bottle received one contacted customer service twice received missing bottle
en_0135548,"Sizing way smaller than expected

I ordered the L/XL size and it's still way too small. Had to give it to a sparring partner. The chin piece would not reach me chin and it barely fit around my head. Definitely not an XL.",0,0,sizing way smaller expected ordered l xl size still way small give sparring partner chin piece would reach chin barely fit around head definitely xl
en_0396289,"Book was damaged when arrived

Book is good, but the hard back book corners we're damaged in shipping, could have been packed better to safe guard my product. However it did arrive on time as stated during ordering.",2,2,book damaged arrived book good hard back book corner damaged shipping could packed better safe guard product however arrive time stated ordering
en_0923277,"Heavy Lock, I HATE the color....

It's a typical Master Lock. Thing that frustrates me though is they advertise a blue one and like others I see on here they sent a PINK one... Seriously? I HATE the color pink.... I think if they have different colors, people should be able to CHOOSE the color they get... Yeah, this is what caused the 2 star rating.",1,1,heavy lock hate color typical master lock thing frustrates though advertise blue one like others see sent pink one seriously hate color pink think different color people able choose color get yeah caused star rating
en_0309708,"Cheaply made.

Cheaply made. One zipper broke immediately.",1,1,cheaply made cheaply made one zipper broke immediately
en_0231649,"Full lenght cover up

Thin enough to wear your round. Flows behind you when you walk.",4,4,full lenght cover thin enough wear round flow behind walk
en_0513674,"Blades work and fit, but all plastic

The wiper package says it is a Motorcraft part, and while it does fit my 2010 F150, it appears to very cheaply made. Everything is plastic and does not fit at the same level on the windshield as the original. The OEM blades I replaced have multiple metal supports and springs and are much more substantial. I needed to replace my 7 year old OEM blades, so I installed them, but would have preferred blades constructed from metal like the original equipment blades.",2,2,blade work fit plastic wiper package say motorcraft part fit f appears cheaply made everything plastic fit level windshield original oem blade replaced multiple metal support spring much substantial needed replace year old oem blade installed would preferred blade constructed metal like original equipment blade
en_0439179,"Broken already. Please contact me seller.

The camera is already broken and my daughter used it twice. The button on top stopped working so it no longer takes pictures. I’d love a replacement because I can tell the product was pre-used. There was already another families pictures on it and I don’t mean professional demo pictures. The pictures were kid quality and blurred.",0,0,broken already please contact seller camera already broken daughter used twice button top stopped working longer take picture love replacement tell product pre used already another family picture mean professional demo picture picture kid quality blurred
en_0736297,"So easy! And they work well!

These are the best product I've tried for keeping glasses from slipping down the nose on hot, humid outside days. I found them to be very comfortable too.",4,4,easy work well best product tried keeping glass slipping nose hot humid outside day found comfortable
en_0049822,"Five Stars

Perfect and good price",4,4,five star perfect good price
en_0748027,"Cute but the toe is a bit uncomfortable

As a pool side shoe this flip flop is ok. I have a very narrow foot so this is too loose and the toe piece is somewhat uncomfortable -- I couldn't wear off property.",2,2,cute toe bit uncomfortable pool side shoe flip flop ok narrow foot loose toe piece somewhat uncomfortable wear property
en_0977223,"First Touch

I wasn't sure about reading a paranormal suspense but I'm glad I read this. Awesome read. Curious but sad in many ways. Looking forward to the next book in the imprint series.",4,4,first touch sure reading paranormal suspense glad read awesome read curious sad many way looking forward next book imprint series
en_0236723,"Super weak..

I bought this to use under my desk at work.. I can barely feel it and it is right next to my feet..",0,0,super weak bought use desk work barely feel right next foot
en_0830268,"Started to leak liquid onto mattress...

Loved this mattress protector at first, used on 2 of children's beds...recently both leaked accidents onto the mattress :( they initially seemed to hold liquid (one child had frequent accidents and both kids have spilled) but recently both have leaked right through...super disappointed, we've been using for about a year!",0,0,started leak liquid onto mattress loved mattress protector first used child bed recently leaked accident onto mattress initially seemed hold liquid one child frequent accident kid spilled recently leaked right super disappointed using year
en_0652034,"Not worth the money

The extension handle is not very sturdy, and some plastic melted in my dishwasher. Not worth the price",0,0,worth money extension handle sturdy plastic melted dishwasher worth price
en_0385381,"Four Stars

bolted right up and accepted swivel",3,3,four star bolted right accepted swivel
en_0874952,"Nice bag

I bought it for a tent bag and it worked out great",4,4,nice bag bought tent bag worked great
en_0036713,"Probably invest somewhere else

Bought for airsoft doesnt work even with have the loaded amount in their.. spring action is weak for 20$",0,0,probably invest somewhere else bought airsoft doesnt work even loaded amount spring action weak
en_0342829,"Great for notifications and step tracking!

I've had this for one week and have been really happy with the functionality and look!",4,4,great notification step tracking one week really happy functionality look
en_0693092,"Horrible!!!

It is not sturdy at all!!!! I thought it would be ok because I was going to be putting it against a wall, but it is still wobbly and creaks A LOT!!!! There are also some marks on it that will not come off!",0,0,horrible sturdy thought would ok going putting wall still wobbly creak lot also mark come
en_0851034,"Bought it as a spare for my switch but it ...

Bought it as a spare for my switch but it doesn't work because of a recent update. Not really the chords fault but I bought it because it was advertised as a possible spare for the switch.",1,1,bought spare switch bought spare switch work recent update really chord fault bought advertised possible spare switch
en_0513233,"Great buy!!!

Great bracelet.... fits perfect an simple no flash an bang would definitely buy more high quality an made solid..👍🏼",4,4,great buy great bracelet fit perfect simple flash bang would definitely buy high quality made solid
en_0740039,"Four Stars

Used this for a dent on hood and it works perfect",3,3,four star used dent hood work perfect
en_0673197,"A tad thin for me

Do wish it was thicker.",3,3,tad thin wish thicker
en_0801495,"too small for big hands

loved the quality and color of these gloves. I was so excited for them, but unfortunately they were too small for me. I guess my hands are on the bigger side. Wish they had a little more stretch to them, but unfortunately I will have to return them.",2,2,small big hand loved quality color glove excited unfortunately small guess hand bigger side wish little stretch unfortunately return
en_0928166,"Not worth it

I bought this for my baby shower and I didn’t even get to put it up. When it arrived, the package was ripped, so the straw to blow it up was missing. We tried to improvise and use another straw but the opening seems to be fused together, and I believed it ripped after multiple attempts. I would pass on this one.",1,1,worth bought baby shower even get put arrived package ripped straw blow missing tried improvise use another straw opening seems fused together believed ripped multiple attempt would pas one
en_0379192,"Piece of junk

Peice of crap dont work cant pick up nothing here so when I called company to send it back the company refused to reimburse me so thank God I had Amazon insurance",0,0,piece junk peice crap dont work cant pick nothing called company send back company refused reimburse thank god amazon insurance
en_0760874,"Damaged item

When I took the item out of the packing it was damaged",0,0,damaged item took item packing damaged
en_0583107,"Lumen description is inaccurate

The light seems nice except that the 2,400 lumen description is completely bogus. Not even close. It's no brighter than a 400 lumen headlamp. Otherwise, it would be a great product only if described correctly.",1,1,lumen description inaccurate light seems nice except lumen description completely bogus even close brighter lumen headlamp otherwise would great product described correctly
en_0122287,"Lighter color

Very light compared to what the chart shows. Doesn't go on easily.",1,1,lighter color light compared chart show go easily
en_0110694,"Hole in balloon

Balloon came with a fairly large hole in it. Waste of money.",0,0,hole balloon balloon came fairly large hole waste money
en_0190742,"Best leak proof bottle I've used

It's shorter and wider than others in a good way. Not obnoxious and doesn't bounce around the water bottle openings on machines. 2 small improvements would make it perfect - the lock should be off center and open diagonally. It sticks up a bit and you will hit your chin if running while drinking (see photo), and the strap is material and doesn't come off, so it will be wet after rinsing or washing. Also great perk that it comes with extra seal. I wanted a new bottle because a lot of them have silicone seals you can't remove and they get mildew underneath with no way to get it clean. This bottle has a simple band and plug system so easy to clean.",3,3,best leak proof bottle used shorter wider others good way obnoxious bounce around water bottle opening machine small improvement would make perfect lock center open diagonally stick bit hit chin running drinking see photo strap material come wet rinsing washing also great perk come extra seal wanted new bottle lot silicone seal remove get mildew underneath way get clean bottle simple band plug system easy clean
en_0575967,"Several bad ones

Several of the items did not work. The ridges on the plastic did not grip and catch.",0,0,several bad one several item work ridge plastic grip catch
en_0834007,"Run small

Too small gave it away",0,0,run small small gave away
en_0168149,"Three Stars

Great packaging; unlike any I have seen for tempered glass. Too many bubbles because cut too big. Had to remove case because protector was literally edge-to-edge and still not sit right. I guess I got that one bad one in the batch 😕.",2,2,three star great packaging unlike seen tempered glass many bubble cut big remove case protector literally edge edge still sit right guess got one bad one batch
en_0102897,"Didn't send everything

Doesn't keep water out. Did not come with ear or nose plugs as advertised.",2,2,send everything keep water come ear nose plug advertised
en_0214410,"Arlene

A must read. I read both books one and two and I was very moved. It gives you strength to know that God loves us even In times of troubles.",3,3,arlene must read read book one two moved give strength know god love u even time trouble
en_0460532,"and in great condition. Fingers crossed she loves it

SHHH....Its a Christmas present for my daughter. Everything came to us in a very timely manner, was exactly as described, and in great condition. Fingers crossed she loves it!",3,3,great condition finger crossed love shhh christmas present daughter everything came u timely manner exactly described great condition finger crossed love
en_0726232,"I think it's a good product, just not strong enough any longer for ...

This helped us for a while.. I think it's a good product, just not strong enough any longer for my guy. He's a 14yr old bullmastiff/dane mix and has dementia so with that comes panic attacks at night. As his condition has worsened the vet and I have decided to start using hemp/cbd oils to calm him which have worked miracles.",3,3,think good product strong enough longer helped u think good product strong enough longer guy yr old bullmastiff dane mix dementia come panic attack night condition worsened vet decided start using hemp cbd oil calm worked miracle
en_0415559,"Color prints don’t work

Printed out black and white fine but did not print colors well at all. Everything that was printed in color came out of the printer looking muted and faded.",0,0,color print work printed black white fine print color well everything printed color came printer looking muted faded
en_0205938,"Works great

I am very happy with the Bark Collar from ibuddy. I have a 7-year-old yellow labrador retriever that is a great dog just one little issue, since I moved to a new home she continually has barked at everything around. I purchased the bark collar a few days ago and immediately put it on to see if we could have some peace around the house again. After the first bark, she learned quickly that this may not be the best thing to do again and I only had it on the first setting.",3,3,work great happy bark collar ibuddy year old yellow labrador retriever great dog one little issue since moved new home continually barked everything around purchased bark collar day ago immediately put see could peace around house first bark learned quickly may best thing first setting
en_0915914,"nice but dont love logo

Nice board but I agree with others that the design/words in the middle dont look the best",3,3,nice dont love logo nice board agree others design word middle dont look best
en_0377999,"Ehh

After the first warm day the stickiness was lost. Also a bit bulky looking. Cool concept and when it worked it was nice.",1,1,ehh first warm day stickiness lost also bit bulky looking cool concept worked nice
en_0056654,"Has it all

This one has it all. It's sweet, romantic, with a good dose of angst, and best of all great characters. It had me chuckling out loud at times and then other times my heart ached and my eyes would glisten with tears. Though part of a series, it certainly can stand alone. Another nice story from Tracey Alvarez.",3,3,one sweet romantic good dose angst best great character chuckling loud time time heart ached eye would glisten tear though part series certainly stand alone another nice story tracey alvarez
en_0727969,"Requires Additional Work to Use

So, as all the 1 star reviews say, the screws do not fit. It's true, they really don't. It stinks, however, it's not hard to fix. I used a larger drill bit to bore out the holes a bit more, and it fit together after. This is a huge nuisance as I am sure most regular people aren't as skilled with a drill as I may be. Nor should you have to be when buying a toy like this for a kid. Once you do fix this, the hoop is actually pretty nice. Just know, the screws will 100% not fit when you buy it. You will need to do extra work.",0,0,requires additional work use star review say screw fit true really stink however hard fix used larger drill bit bore hole bit fit together huge nuisance sure regular people skilled drill may buying toy like kid fix hoop actually pretty nice know screw fit buy need extra work
en_0360860,"Price and Installation

There was a family need for additional night time lighting around my house. The lights were not the exactly the lights I wanted. But they did the job. Additionally, they were the right price and easy to install. After figuring out how to turn them on they achieved what I needed.",3,3,price installation family need additional night time lighting around house light exactly light wanted job additionally right price easy install figuring turn achieved needed
en_0647131,"Fun

Had it for a long time now, still going strong and my kiddo loves it.",4,4,fun long time still going strong kiddo love
en_0632694,"Seems to be a nice necklace for the price

So far so good. Have only had the necklace for a couple of days but seems to be comfortable. Hopefully it will last longer than the last one from another manufacturer did",4,4,seems nice necklace price far good necklace couple day seems comfortable hopefully last longer last one another manufacturer
en_0823323,"Took a month to arrive

The tape is fine, although the rolls are smaller than I expected. However, it took a month to arrive. I did not like that when I placed my order it was listed as Prime and then took so long to arrive. Check the seller before you buy.",1,1,took month arrive tape fine although roll smaller expected however took month arrive like placed order listed prime took long arrive check seller buy
en_0799059,"Wrong fit

They dont fit properly I try both already it seem too small for this phone",1,1,wrong fit dont fit properly try already seem small phone
en_0359576,"works great

i use them with my workout",3,3,work great use workout
en_0334907,"Where is the package

I have not received the package yet",0,0,package received package yet
en_0506560,"TRASH! CHEAP MATERIAL!

GARBAGE!!! One pair arrived with a nice tear already in the material. They pill IMMEDIATELY just while wearing them and it gets worse upon washing regardless of a gentle cycle and avoiding the dryer. ABSOLUTELY WORTHLESS!",0,0,trash cheap material garbage one pair arrived nice tear already material pill immediately wearing get worse upon washing regardless gentle cycle avoiding dryer absolutely worthless
en_0074451,"Five Stars

Worked perfectly for the shirts I made!",4,4,five star worked perfectly shirt made
en_0406538,"It smells horrible of rubber

My dog has noooo interest in this toy. It smells horrible of rubber. After cleaning it with water and airing it out for 3days it still smells to my nose. I tried adding a yummy cheese to entice my dog to play tug with me but nothing. If your dog is a heavy chewer than he might love this. For medium chewing dogs like mine even with me trying to turn it into a great game he has no interest. I don’t know if it’s the rubber smell as he will play with his Kong’s just fine.",2,2,smell horrible rubber dog noooo interest toy smell horrible rubber cleaning water airing day still smell nose tried adding yummy cheese entice dog play tug nothing dog heavy chewer might love medium chewing dog like mine even trying turn great game interest know rubber smell play kong fine
en_0419947,"Doesn't Last

Used one time, went to use again and the locking mechanism is broken so I can't open them anymore.",1,1,last used one time went use locking mechanism broken open anymore
en_0820233,"INCREDIBLY strong Velcro!

My ONLY complaint is the Velcro’s is so strong and somewhat painful to remove as it jars my sprained ankle while loosening it.",3,3,incredibly strong velcro complaint velcro strong somewhat painful remove jar sprained ankle loosening
en_0018878,"Four Stars

I say is perfect don’t need much space",3,3,four star say perfect need much space
en_0773221,"Adequate

Great-feeling pad, but has cold spots, as well as about a foot of cold space at the foot of the bed. For this much money, I definitely expected better.",2,2,adequate great feeling pad cold spot well foot cold space foot bed much money definitely expected better
